timestamp,scenario,channel,attempt,mode,G_prev_uS,G_uS,G_target_uS,err_uS,rel_err,alpha,beta,scaling_factor,K,pw_scale,np_scale,stuck_counter,flip_damped,PW_s,NP,Amplitude_V
2025-12-16 12:30:20,set,1,0,inc,3.527642129503189,,199.99999999999997,196.4723578704968,0.9823617893524841,2.0,0.9999999999999999,2.46,,,,,,0.0001,492,1.0
2025-12-16 12:30:22,set,1,0,read,3.527642129503189,18.011579317298803,199.99999999999997,181.9884206827012,0.909942103413506,,,,,,,,,0.0,0,0.0
2025-12-16 12:30:22,set,1,1,inc,18.011579317298803,,199.99999999999997,181.9884206827012,0.909942103413506,2.0,0.9999999999999999,2.27,,,,,,0.0001,454,1.0
2025-12-16 12:30:25,set,1,1,read,18.011579317298803,18.537906433002078,199.99999999999997,181.4620935669979,0.9073104678349897,,,,,,,,,0.0,0,0.0
2025-12-16 12:30:25,set,1,2,inc,18.537906433002078,,199.99999999999997,181.4620935669979,0.9073104678349897,2.0,0.9999999999999999,3.0,,,,,,0.0001,600,1.0
2025-12-16 12:30:27,set,1,2,read,18.537906433002078,24.91946069908637,199.99999999999997,175.0805393009136,0.8754026965045681,,,,,,,,,0.0,0,0.0
2025-12-16 12:30:27,set,1,3,inc,24.91946069908637,,199.99999999999997,175.0805393009136,0.8754026965045681,2.0,0.9999999999999999,3.0,,,,,,0.0001,600,1.0
2025-12-16 12:30:30,set,1,3,read,24.91946069908637,21.63747031394529,199.99999999999997,178.3625296860547,0.8918126484302735,,,,,,,,,0.0,0,0.0
2025-12-16 12:30:30,set,1,4,inc,21.63747031394529,,199.99999999999997,178.3625296860547,0.8918126484302735,2.0,0.9999999999999999,3.0,,,,,,0.0001,600,1.0
2025-12-16 12:30:32,set,1,4,read,21.63747031394529,19.28530964765693,199.99999999999997,180.71469035234307,0.9035734517617153,,,,,,,,,0.0,0,0.0
2025-12-16 12:30:32,set,1,5,inc,19.28530964765693,,199.99999999999997,180.71469035234307,0.9035734517617153,2.0,0.9999999999999999,3.0,,,,,,0.0001,600,1.0
2025-12-16 12:30:35,set,1,5,read,19.28530964765693,18.803010647701676,199.99999999999997,181.19698935229832,0.9059849467614917,,,,,,,,,0.0,0,0.0
2025-12-16 12:30:35,set,1,6,inc,18.803010647701676,,199.99999999999997,181.19698935229832,0.9059849467614917,2.0,0.9999999999999999,3.0,,,,,,0.0001,600,1.0
2025-12-16 12:30:38,set,1,6,read,18.803010647701676,20.05469975285759,199.99999999999997,179.9453002471424,0.8997265012357121,,,,,,,,,0.0,0,0.0
