timestamp,scenario,channel,attempt,mode,G_prev_uS,G_uS,G_target_uS,err_uS,rel_err,alpha,beta,scaling_factor,K,pw_scale,np_scale,stuck_counter,flip_damped,PW_s,NP,Amplitude_V
2025-12-16 10:51:18,set,3,0,inc,14.138292444863271,,99.99999999999999,85.86170755513672,0.8586170755513673,1.8,0.44999999999999996,1.64,,,,,,0.0001,164,1.0
2025-12-16 10:51:21,set,3,0,read,14.138292444863271,45.33237189495365,99.99999999999999,54.66762810504634,0.5466762810504634,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:21,set,3,1,inc,45.33237189495365,,99.99999999999999,54.66762810504634,0.5466762810504634,1.8,0.44999999999999996,1.05,,,,,,0.0001,105,1.0
2025-12-16 10:51:23,set,3,1,read,45.33237189495365,47.80305370387467,99.99999999999999,52.19694629612532,0.5219694629612532,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:23,set,3,2,inc,47.80305370387467,,99.99999999999999,52.19694629612532,0.5219694629612532,1.8,0.44999999999999996,1.39,,,,,,0.0001,139,1.0
2025-12-16 10:51:25,set,3,2,read,47.80305370387467,50.334259028469646,99.99999999999999,49.66574097153035,0.49665740971530353,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:25,set,3,3,inc,50.334259028469646,,99.99999999999999,49.66574097153035,0.49665740971530353,1.8,0.44999999999999996,1.35,,,,,,0.0001,135,1.0
2025-12-16 10:51:27,set,3,3,read,50.334259028469646,56.134486150656414,99.99999999999999,43.86551384934358,0.4386551384934358,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:27,set,3,4,inc,56.134486150656414,,99.99999999999999,43.86551384934358,0.4386551384934358,1.8,0.44999999999999996,1.22,,,,,,0.0001,122,1.0
2025-12-16 10:51:29,set,3,4,read,56.134486150656414,56.705527232308384,99.99999999999999,43.29447276769161,0.4329447276769161,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:29,set,3,5,inc,56.705527232308384,,99.99999999999999,43.29447276769161,0.4329447276769161,1.8,0.44999999999999996,1.23,,,,,,0.0001,123,1.0
2025-12-16 10:51:31,set,3,5,read,56.705527232308384,57.77109528705387,99.99999999999999,42.228904712946125,0.42228904712946125,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:31,set,3,6,inc,57.77109528705387,,99.99999999999999,42.228904712946125,0.42228904712946125,1.8,0.44999999999999996,1.23,,,,,,0.0001,123,1.0
2025-12-16 10:51:33,set,3,6,read,57.77109528705387,48.35375317063481,99.99999999999999,51.64624682936518,0.5164624682936518,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:33,set,3,7,inc,48.35375317063481,,99.99999999999999,51.64624682936518,0.5164624682936518,1.8,0.44999999999999996,1.54,,,,,,0.0001,154,1.0
2025-12-16 10:51:36,set,3,7,read,48.35375317063481,45.06117955407175,99.99999999999999,54.938820445928236,0.5493882044592824,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:36,set,3,8,inc,45.06117955407175,,99.99999999999999,54.938820445928236,0.5493882044592824,1.8,0.44999999999999996,1.67,,,,,,0.0001,167,1.0
2025-12-16 10:51:38,set,3,8,read,45.06117955407175,47.64807096288749,99.99999999999999,52.351929037112505,0.5235192903711251,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:38,set,3,9,inc,47.64807096288749,,99.99999999999999,52.351929037112505,0.5235192903711251,1.8,0.44999999999999996,1.62,,,,,,0.0001,162,1.0
2025-12-16 10:51:40,set,3,9,read,47.64807096288749,47.342893689058,99.99999999999999,52.65710631094199,0.5265710631094199,,,,,,,,,0.0,0,0.0
2025-12-16 10:51:40,set,3,10,inc,47.342893689058,,99.99999999999999,52.65710631094199,0.5265710631094199,1.8,0.44999999999999996,1.67,,,,,,0.0001,167,1.0
2025-12-16 10:51:42,set,3,10,read,47.342893689058,48.850589674622576,99.99999999999999,51.14941032537742,0.5114941032537742,,,,,,,,,0.0,0,0.0
