timestamp,scenario,channel,attempt,mode,G_prev_uS,G_uS,G_target_uS,err_uS,rel_err,alpha,beta,scaling_factor,K,pw_scale,np_scale,stuck_counter,flip_damped,PW_s,NP,Amplitude_V
2025-12-16 12:47:48,set,3,0,inc,13.959294041491901,,250.0,236.04070595850808,0.9441628238340324,3.0,1.875,3.94,,,,,,0.0001,788,1.0
2025-12-16 12:47:50,set,3,0,read,13.959294041491901,56.10536523475481,250.0,193.8946347652452,0.7755785390609808,,,,,,,,,0.0,0,0.0
2025-12-16 12:47:50,set,3,1,inc,56.10536523475481,,250.0,193.8946347652452,0.7755785390609808,3.0,1.875,3.24,,,,,,0.0001,648,1.0
2025-12-16 12:47:52,set,3,1,read,56.10536523475481,57.0302732975418,250.0,192.96972670245822,0.7718789068098328,,,,,,,,,0.0,0,0.0
2025-12-16 12:47:52,set,3,2,inc,57.0302732975418,,250.0,192.96972670245822,0.7718789068098328,3.0,1.875,3.97,,,,,,0.0001,794,1.0
2025-12-16 12:47:54,set,3,2,read,57.0302732975418,53.463231358244556,250.0,196.53676864175546,0.7861470745670218,,,,,,,,,0.0,0,0.0
2025-12-16 12:47:54,set,3,3,inc,53.463231358244556,,250.0,196.53676864175546,0.7861470745670218,3.0,1.875,4.11,,,,,,0.0001,822,1.0
2025-12-16 12:47:56,set,3,3,read,53.463231358244556,50.87556073066172,250.0,199.1244392693383,0.7964977570773532,,,,,,,,,0.0,0,0.0
2025-12-16 12:47:56,set,3,4,inc,50.87556073066172,,250.0,199.1244392693383,0.7964977570773532,3.0,1.875,4.23,,,,,,0.0001,846,1.0
2025-12-16 12:47:58,set,3,4,read,50.87556073066172,69.35192998103012,250.0,180.6480700189699,0.7225922800758796,,,,,,,,,0.0,0,0.0
2025-12-16 12:47:58,set,3,5,inc,69.35192998103012,,250.0,180.6480700189699,0.7225922800758796,3.0,1.875,3.01,,,,,,0.0001,602,1.0
2025-12-16 12:48:00,set,3,5,read,69.35192998103012,63.70017302192509,250.0,186.2998269780749,0.7451993079122996,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:00,set,3,6,inc,63.70017302192509,,250.0,186.2998269780749,0.7451993079122996,3.0,1.875,4.08,,,,,,0.0001,816,1.0
2025-12-16 12:48:02,set,3,6,read,63.70017302192509,71.1202189956615,250.0,178.87978100433853,0.7155191240173541,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:02,set,3,7,inc,71.1202189956615,,250.0,178.87978100433853,0.7155191240173541,3.0,1.875,3.97,,,,,,0.0001,794,1.0
2025-12-16 12:48:04,set,3,7,read,71.1202189956615,88.73657013662103,250.0,161.26342986337897,0.6450537194535159,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:04,set,3,8,inc,88.73657013662103,,250.0,161.26342986337897,0.6450537194535159,3.0,1.875,2.69,,,,,,0.0001,538,1.0
2025-12-16 12:48:07,set,3,8,read,88.73657013662103,96.42993570088346,250.0,153.57006429911655,0.6142802571964662,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:07,set,3,9,inc,96.42993570088346,,250.0,153.57006429911655,0.6142802571964662,3.0,1.875,3.51,,,,,,0.0001,702,1.0
2025-12-16 12:48:09,set,3,9,read,96.42993570088346,100.65443725409125,250.0,149.34556274590875,0.597382250983635,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:09,set,3,10,inc,100.65443725409125,,250.0,149.34556274590875,0.597382250983635,3.0,1.875,3.46,,,,,,0.0001,692,1.0
2025-12-16 12:48:11,set,3,10,read,100.65443725409125,123.8824731334041,250.0,126.1175268665959,0.5044701074663835,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:11,set,3,11,inc,123.8824731334041,,250.0,126.1175268665959,0.5044701074663835,3.0,1.875,2.1,,,,,,0.0001,420,1.0
2025-12-16 12:48:13,set,3,11,read,123.8824731334041,115.80129046808162,250.0,134.19870953191838,0.5367948381276735,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:13,set,3,12,inc,115.80129046808162,,250.0,134.19870953191838,0.5367948381276735,3.0,1.875,3.2,,,,,,0.0001,640,1.0
2025-12-16 12:48:15,set,3,12,read,115.80129046808162,53.107955536456565,250.0,196.89204446354344,0.7875681778541738,,,,,,,,,0.0,0,0.0
2025-12-16 12:48:15,set,3,13,inc,53.107955536456565,,250.0,196.89204446354344,0.7875681778541738,3.0,1.875,3.29,,,,,,0.0001,658,1.0
