timestamp,scenario,channel,attempt,mode,G_prev_uS,G_uS,G_target_uS,err_uS,rel_err,alpha,beta,scaling_factor,K,pw_scale,np_scale,stuck_counter,flip_damped,PW_s,NP,Amplitude_V
2025-12-16 12:44:15,set,3,0,inc,12.926922362594002,,250.0,237.073077637406,0.9482923105496239,3.0,1.875,3.96,,,,,,0.0001,792,1.0
2025-12-16 12:44:17,set,3,0,read,12.926922362594002,59.52424639252165,250.0,190.47575360747834,0.7619030144299134,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:17,set,3,1,inc,59.52424639252165,,250.0,190.47575360747834,0.7619030144299134,3.0,1.875,3.18,,,,,,0.0001,636,1.0
2025-12-16 12:44:20,set,3,1,read,59.52424639252165,61.55357366574094,250.0,188.44642633425906,0.7537857053370363,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:20,set,3,2,inc,61.55357366574094,,250.0,188.44642633425906,0.7537857053370363,3.0,1.875,3.88,,,,,,0.0001,776,1.0
2025-12-16 12:44:22,set,3,2,read,61.55357366574094,63.35643184779763,250.0,186.64356815220236,0.7465742726088095,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:22,set,3,3,inc,63.35643184779763,,250.0,186.64356815220236,0.7465742726088095,3.0,1.875,3.9,,,,,,0.0001,780,1.0
2025-12-16 12:44:24,set,3,3,read,63.35643184779763,65.87326736580648,250.0,184.12673263419353,0.7365069305367741,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:24,set,3,4,inc,65.87326736580648,,250.0,184.12673263419353,0.7365069305367741,3.0,1.875,3.91,,,,,,0.0001,782,1.0
2025-12-16 12:44:26,set,3,4,read,65.87326736580648,189.40674246256415,250.0,60.59325753743585,0.24237303014974343,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:26,set,3,5,inc,189.40674246256415,,250.0,60.59325753743585,0.24237303014974343,3.0,1.875,1.01,,,,,,0.0001,202,1.0
2025-12-16 12:44:28,set,3,5,read,189.40674246256415,192.82921903441385,250.0,57.17078096558614,0.22868312386234457,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:28,set,3,6,inc,192.82921903441385,,250.0,57.17078096558614,0.22868312386234457,3.0,1.875,1.25,,,,,,0.0001,250,1.0
2025-12-16 12:44:30,set,3,6,read,192.82921903441385,183.66484157298768,250.0,66.33515842701233,0.26534063370804933,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:30,set,3,7,inc,183.66484157298768,,250.0,66.33515842701233,0.26534063370804933,3.0,1.875,1.47,,,,,,0.0001,294,1.0
2025-12-16 12:44:32,set,3,7,read,183.66484157298768,189.0947364970349,250.0,60.90526350296512,0.2436210540118605,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:32,set,3,8,inc,189.0947364970349,,250.0,60.90526350296512,0.2436210540118605,3.0,1.875,1.37,,,,,,0.0001,274,1.0
2025-12-16 12:44:35,set,3,8,read,189.0947364970349,191.2609943856415,250.0,58.73900561435849,0.23495602245743394,,,,,,,,,0.0,0,0.0
2025-12-16 12:44:35,set,3,9,inc,191.2609943856415,,250.0,58.73900561435849,0.23495602245743394,3.0,1.875,1.34,,,,,,0.0001,268,1.0
