timestamp,scenario,channel,attempt,mode,G_prev_uS,G_uS,G_target_uS,err_uS,rel_err,alpha,beta,scaling_factor,K,pw_scale,np_scale,stuck_counter,flip_damped,PW_s,NP,Amplitude_V
2025-12-16 12:11:41,set,1,0,inc,138.25844058703203,,199.99999999999997,61.741559412967966,0.30870779706483986,2.0,0.9999999999999999,0.77,,,,,,0.0001,77,1.0
2025-12-16 12:11:43,set,1,0,read,138.25844058703203,138.7500811971365,199.99999999999997,61.2499188028635,0.3062495940143175,,,,,,,,,0.0,0,0.0
2025-12-16 12:11:43,set,1,1,inc,138.7500811971365,,199.99999999999997,61.2499188028635,0.3062495940143175,2.0,0.9999999999999999,1.02,,,,,,0.0001,102,1.0
2025-12-16 12:11:45,set,1,1,read,138.7500811971365,141.51445430780223,199.99999999999997,58.485545692197746,0.29242772846098875,,,,,,,,,0.0,0,0.0
2025-12-16 12:11:45,set,1,2,inc,141.51445430780223,,199.99999999999997,58.485545692197746,0.29242772846098875,2.0,0.9999999999999999,0.99,,,,,,0.0001,99,1.0
2025-12-16 12:11:48,set,1,2,read,141.51445430780223,141.6014470492464,199.99999999999997,58.398552950753604,0.29199276475376806,,,,,,,,,0.0,0,0.0
2025-12-16 12:11:48,set,1,3,inc,141.6014470492464,,199.99999999999997,58.398552950753604,0.29199276475376806,2.0,0.9999999999999999,1.01,,,,,,0.0001,101,1.0
2025-12-16 12:11:50,set,1,3,read,141.6014470492464,139.02952130230912,199.99999999999997,60.97047869769087,0.3048523934884544,,,,,,,,,0.0,0,0.0
2025-12-16 12:11:50,set,1,4,inc,139.02952130230912,,199.99999999999997,60.97047869769087,0.3048523934884544,2.0,0.9999999999999999,1.08,,,,,,0.0001,108,1.0
2025-12-16 12:11:53,set,1,4,read,139.02952130230912,131.7128496541274,199.99999999999997,68.28715034587258,0.34143575172936286,,,,,,,,,0.0,0,0.0
2025-12-16 12:11:53,set,1,5,inc,131.7128496541274,,199.99999999999997,68.28715034587258,0.34143575172936286,2.0,0.9999999999999999,1.24,,,,,,0.0001,124,1.0
