timestamp,scenario,channel,attempt,mode,G_prev_uS,G_uS,G_target_uS,err_uS,rel_err,alpha,beta,scaling_factor,K,pw_scale,np_scale,stuck_counter,flip_damped,PW_s,NP,Amplitude_V
2025-12-16 11:15:39,set,4,0,inc,49.132709782558656,,250.0,200.86729021744137,0.8034691608697654,3.0,1.875,3.0,,,,,,0.0001,300,1.0
2025-12-16 11:15:42,set,4,0,read,49.132709782558656,601.5447230073903,250.0,-351.54472300739025,-1.406178892029561,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:42,set,4,1,dec,601.5447230073903,,250.0,-351.54472300739025,-1.406178892029561,3.0,1.875,3.0,,,,,,0.0001,150,-0.4
2025-12-16 11:15:44,set,4,1,read,601.5447230073903,532.2604716508223,250.0,-282.26047165082224,-1.129041886603289,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:44,set,4,2,dec,532.2604716508223,,250.0,-282.26047165082224,-1.129041886603289,3.0,1.875,2.91,,,,,,0.0001,146,-0.4
2025-12-16 11:15:46,set,4,2,read,532.2604716508223,465.4975064631241,250.0,-215.49750646312413,-0.8619900258524965,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:46,set,4,3,dec,465.4975064631241,,250.0,-215.49750646312413,-0.8619900258524965,3.0,1.875,2.4,,,,,,0.0001,120,-0.4
2025-12-16 11:15:48,set,4,3,read,465.4975064631241,495.2364501945497,250.0,-245.23645019454975,-0.9809458007781989,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:48,set,4,4,dec,495.2364501945497,,250.0,-245.23645019454975,-0.9809458007781989,3.0,1.875,2.64,,,,,,0.0001,132,-0.4
2025-12-16 11:15:50,set,4,4,read,495.2364501945497,472.10427940632655,250.0,-222.10427940632655,-0.8884171176253063,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:50,set,4,5,dec,472.10427940632655,,250.0,-222.10427940632655,-0.8884171176253063,3.0,1.875,2.45,,,,,,0.0001,123,-0.4
2025-12-16 11:15:53,set,4,5,read,472.10427940632655,459.48727744816995,250.0,-209.48727744816998,-0.8379491097926799,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:53,set,4,6,dec,459.48727744816995,,250.0,-209.48727744816998,-0.8379491097926799,3.0,1.875,2.35,,,,,,0.0001,118,-0.4
2025-12-16 11:15:55,set,4,6,read,459.48727744816995,459.3327908493599,250.0,-209.33279084935992,-0.8373311633974396,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:55,set,4,7,dec,459.3327908493599,,250.0,-209.33279084935992,-0.8373311633974396,3.0,1.875,3.0,,,,,,0.0001,150,-0.4
2025-12-16 11:15:57,set,4,7,read,459.3327908493599,456.3711775810823,250.0,-206.37117758108226,-0.8254847103243291,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:57,set,4,8,dec,456.3711775810823,,250.0,-206.37117758108226,-0.8254847103243291,3.0,1.875,3.0,,,,,,0.0001,150,-0.4
2025-12-16 11:15:59,set,4,8,read,456.3711775810823,452.11094160259256,250.0,-202.11094160259253,-0.8084437664103701,,,,,,,,,0.0,0,0.0
2025-12-16 11:15:59,set,4,9,dec,452.11094160259256,,250.0,-202.11094160259253,-0.8084437664103701,3.0,1.875,3.0,,,,,,0.0001,150,-0.4
2025-12-16 11:16:02,set,4,9,read,452.11094160259256,460.1118119952257,250.0,-210.11181199522568,-0.8404472479809028,,,,,,,,,0.0,0,0.0
2025-12-16 11:16:02,set,4,10,dec,460.1118119952257,,250.0,-210.11181199522568,-0.8404472479809028,3.0,1.875,3.0,,,,,,0.0001,150,-0.4
